332.810300 19.016000
342.868000 18.851000
365.791240 18.981000
372.709310 18.829000
376.710680 18.877000
379.829860 19.145000
383.767030 19.134000
389.777690 18.824000
392.849060 18.851000
396.704230 19.157000
399.785500 19.046000
402.732770 18.878000
403.649760 18.918000
404.757450 19.113000
406.782730 18.877000
410.795990 18.855000
414.738350 18.799000
416.688130 19.043000
419.782500 18.917000
425.762640 19.151000
429.666190 19.090000
435.737230 18.824000
437.833410 19.116000
443.855440 18.792000
446.810510 18.936000
449.713080 18.961000
483.560900 19.021000
491.622560 19.016000
495.610540 19.011000
498.640630 18.851000
503.626410 18.969000
508.619300 19.061000
512.639100 19.033000
535.602820 18.812000
563.518470 19.073000
686.854080 19.100000
705.913000 18.898000
706.868300 19.014000
733.865130 18.803000
743.816170 18.927000
750.801020 18.778000
751.738510 18.825000
756.730470 18.990000
761.691330 19.027000
763.766910 18.778000
774.750210 19.136000
777.687580 18.947000
778.798470 19.155000
782.640030 19.040000
784.811700 18.833000
790.592840 18.973000
798.705350 18.977000
806.789970 18.993000
815.817380 19.089000
824.608690 18.999000
830.735640 18.844000
840.657660 19.009000
850.596290 19.135000
860.614140 18.833000
872.695710 18.849000
881.561300 18.825000
896.564410 19.126000
924.518240 19.063000
937.518940 19.022000
948.463240 18.850000
1039.803330 19.052000
1071.750900 18.825000
1124.719450 19.026000
1125.606140 18.990000
1126.731230 18.980000
1147.633830 18.900000
1155.645340 18.880000
1167.650410 18.823000
1182.653560 19.159000
1183.613850 18.907000
1184.587140 18.808000
1185.601130 18.975000
1197.581320 18.878000
1198.591710 19.026000
1209.588930 18.824000
1218.592280 18.920000
1229.586130 18.896000
1238.567800 18.767000
1244.557500 19.006000
1347.917070 19.148000
1391.897350 18.933000
1397.826890 19.053000
1438.795000 19.020000
1442.755200 18.955000
1453.810370 18.785000
1459.685450 18.945000
1461.661840 19.135000
1463.656330 18.945000
1468.583400 19.056000
1472.617380 18.923000
1480.602930 18.920000
1482.581710 19.183000
1484.591590 18.886000
1491.586740 18.865000
1493.604020 19.075000
1497.577680 19.029000
1500.572750 18.844000
1504.579410 18.858000
1509.558160 18.922000
1524.596700 18.898000
1526.591580 18.937000
1528.589660 19.057000
1530.617040 19.035000
1532.577320 19.196000
1534.608700 18.908000
1539.657940 19.090000
1546.747370 18.973000
1548.627550 19.110000
1550.625230 18.839000
1552.611710 19.125000
1555.576090 18.935000
1557.642470 19.124000
1560.699440 19.185000
1563.604620 18.893000
1565.590900 19.145000
1567.586680 18.836000
1569.580370 19.112000
1571.580150 18.864000
1574.573530 18.910000
1577.606910 19.080000
1579.608700 18.846000
1581.595190 19.065000
1583.583380 18.756000
1585.586270 19.053000
1587.586660 18.752000
1589.606450 18.996000
1591.595840 18.649000
1593.584830 19.080000
1597.580720 18.957000
1602.554310 19.077000
1606.564300 19.065000
1609.539300 18.912000
1613.540900 18.895000
1616.533400 18.906000
1619.530500 19.108000
1623.515000 19.016000
1626.544810 18.955000
1629.518120 18.786000
1629.591020 18.841000
1634.503630 18.894000
1640.495260 19.075000
1644.492980 19.061000
1653.498230 19.337000
1656.496550 19.057000
1659.471670 18.901000
1714.914390 18.788000
1731.899850 18.821000
1732.891260 18.937000
1750.908810 19.018000
1756.848550 18.787000
1763.882500 19.174000
1768.794120 19.211000
1772.799940 19.199000
1775.761650 18.909000
1783.759080 18.940000
1792.763100 19.095000
1795.738700 18.854000
1804.724900 18.992000
1809.742300 19.079000
1811.720490 18.782000
1813.716590 19.057000
1815.703480 18.788000
1817.691880 19.032000
1819.691970 18.869000
1821.711960 19.049000
1823.699550 18.869000
1825.664550 18.907000
1827.691340 18.839000
